"site","species","latitude","longitude","month","monthnum","year","precipitation"
"HK","WL",51.883832,11.32081,"nov","11","1882",58
"HK","WL",51.883832,11.32081,"nov","11","1883",39
"HK","WL",51.883832,11.32081,"dec","12","1881",20
"HK","WL",51.883832,11.32081,"dec","12","1882",44
"HK","WL",51.883832,11.32081,"dec","12","1883",53
"HL","ES",51.404239,10.655329,"jan","01","1881",41
"HL","ES",51.404239,10.655329,"jan","01","1882",29
"HL","ES",51.404239,10.655329,"jan","01","1883",48
"HL","ES",51.404239,10.655329,"feb","02","1881",60
"HL","ES",51.404239,10.655329,"feb","02","1882",39
"HL","ES",51.404239,10.655329,"feb","02","1883",25
"HL","ES",51.404239,10.655329,"mar","03","1881",124
"HL","ES",51.404239,10.655329,"mar","03","1882",61
"HL","ES",51.404239,10.655329,"mar","03","1883",32
"HL","ES",51.404239,10.655329,"apr","04","1881",22
"HL","ES",51.404239,10.655329,"apr","04","1882",43
"HL","ES",51.404239,10.655329,"apr","04","1883",24
"HL","ES",51.404239,10.655329,"may","05","1881",25
"HL","ES",51.404239,10.655329,"may","05","1882",44
"HL","ES",51.404239,10.655329,"may","05","1883",52
"HL","ES",51.404239,10.655329,"jun","06","1881",58
"HL","ES",51.404239,10.655329,"jun","06","1882",110
"HL","ES",51.404239,10.655329,"jun","06","1883",38
"HL","ES",51.404239,10.655329,"jul","07","1881",55
"HL","ES",51.404239,10.655329,"jul","07","1882",165
"HL","ES",51.404239,10.655329,"jul","07","1883",110
"HL","ES",51.404239,10.655329,"aug","08","1881",120
"HL","ES",51.404239,10.655329,"aug","08","1882",103
"HL","ES",51.404239,10.655329,"aug","08","1883",47
"HL","ES",51.404239,10.655329,"sep","09","1881",51
"HL","ES",51.404239,10.655329,"sep","09","1882",75
"HL","ES",51.404239,10.655329,"sep","09","1883",55
"HL","ES",51.404239,10.655329,"oct","10","1881",89
"HL","ES",51.404239,10.655329,"oct","10","1882",49
"HL","ES",51.404239,10.655329,"oct","10","1883",63
"HL","ES",51.404239,10.655329,"nov","11","1881",28
"HL","ES",51.404239,10.655329,"nov","11","1882",116
"HL","ES",51.404239,10.655329,"nov","11","1883",67
"HL","ES",51.404239,10.655329,"dec","12","1881",48
"HL","ES",51.404239,10.655329,"dec","12","1882",85
"HL","ES",51.404239,10.655329,"dec","12","1883",105
"HL","HB",51.404239,10.655329,"jan","01","1881",41
"HL","HB",51.404239,10.655329,"jan","01","1882",29
"HL","HB",51.404239,10.655329,"jan","01","1883",48
"HL","HB",51.404239,10.655329,"feb","02","1881",60
"HL","HB",51.404239,10.655329,"feb","02","1882",39
"HL","HB",51.404239,10.655329,"feb","02","1883",25
"HL","HB",51.404239,10.655329,"mar","03","1881",124
"HL","HB",51.404239,10.655329,"mar","03","1882",61
"HL","HB",51.404239,10.655329,"mar","03","1883",32
"HL","HB",51.404239,10.655329,"apr","04","1881",22
"HL","HB",51.404239,10.655329,"apr","04","1882",43
"HL","HB",51.404239,10.655329,"apr","04","1883",24
"HL","HB",51.404239,10.655329,"may","05","1881",25
"HL","HB",51.404239,10.655329,"may","05","1882",44
"HL","HB",51.404239,10.655329,"may","05","1883",52
"HL","HB",51.404239,10.655329,"jun","06","1881",58
"HL","HB",51.404239,10.655329,"jun","06","1882",110
"HL","HB",51.404239,10.655329,"jun","06","1883",38
"HL","HB",51.404239,10.655329,"jul","07","1881",55
"HL","HB",51.404239,10.655329,"jul","07","1882",165
"HL","HB",51.404239,10.655329,"jul","07","1883",110
"HL","HB",51.404239,10.655329,"aug","08","1881",120
"HL","HB",51.404239,10.655329,"aug","08","1882",103
"HL","HB",51.404239,10.655329,"aug","08","1883",47
"HL","HB",51.404239,10.655329,"sep","09","1881",51
"HL","HB",51.404239,10.655329,"sep","09","1882",75
"HL","HB",51.404239,10.655329,"sep","09","1883",55
"HL","HB",51.404239,10.655329,"oct","10","1881",89
"HL","HB",51.404239,10.655329,"oct","10","1882",49
"HL","HB",51.404239,10.655329,"oct","10","1883",63
"HL","HB",51.404239,10.655329,"nov","11","1881",28
"HL","HB",51.404239,10.655329,"nov","11","1882",116
"HL","HB",51.404239,10.655329,"nov","11","1883",67
"HL","HB",51.404239,10.655329,"dec","12","1881",48
"HL","HB",51.404239,10.655329,"dec","12","1882",85
"HL","HB",51.404239,10.655329,"dec","12","1883",105
"HL","SA",51.404239,10.655329,"jan","01","1881",41
"HL","SA",51.404239,10.655329,"jan","01","1882",29
"HL","SA",51.404239,10.655329,"jan","01","1883",48
"HL","SA",51.404239,10.655329,"feb","02","1881",60
"HL","SA",51.404239,10.655329,"feb","02","1882",39
"HL","SA",51.404239,10.655329,"feb","02","1883",25
"HL","SA",51.404239,10.655329,"mar","03","1881",124
"HL","SA",51.404239,10.655329,"mar","03","1882",61
"HL","SA",51.404239,10.655329,"mar","03","1883",32
"HL","SA",51.404239,10.655329,"apr","04","1881",22
"HL","SA",51.404239,10.655329,"apr","04","1882",43
"HL","SA",51.404239,10.655329,"apr","04","1883",24
"HL","SA",51.404239,10.655329,"may","05","1881",25
"HL","SA",51.404239,10.655329,"may","05","1882",44
"HL","SA",51.404239,10.655329,"may","05","1883",52
"HL","SA",51.404239,10.655329,"jun","06","1881",58
"HL","SA",51.404239,10.655329,"jun","06","1882",110
"HL","SA",51.404239,10.655329,"jun","06","1883",38
"HL","SA",51.404239,10.655329,"jul","07","1881",55
"HL","SA",51.404239,10.655329,"jul","07","1882",165
"HL","SA",51.404239,10.655329,"jul","07","1883",110
"HL","SA",51.404239,10.655329,"aug","08","1881",120
"HL","SA",51.404239,10.655329,"aug","08","1882",103
"HL","SA",51.404239,10.655329,"aug","08","1883",47
"HL","SA",51.404239,10.655329,"sep","09","1881",51
"HL","SA",51.404239,10.655329,"sep","09","1882",75
"HL","SA",51.404239,10.655329,"sep","09","1883",55
"HL","SA",51.404239,10.655329,"oct","10","1881",89
"HL","SA",51.404239,10.655329,"oct","10","1882",49
"HL","SA",51.404239,10.655329,"oct","10","1883",63
"HL","SA",51.404239,10.655329,"nov","11","1881",28
"HL","SA",51.404239,10.655329,"nov","11","1882",116
"HL","SA",51.404239,10.655329,"nov","11","1883",67
"HL","SA",51.404239,10.655329,"dec","12","1881",48
"HL","SA",51.404239,10.655329,"dec","12","1882",85
"HL","SA",51.404239,10.655329,"dec","12","1883",105
"HL","TE",51.404239,10.655329,"jan","01","1881",41
"HL","TE",51.404239,10.655329,"jan","01","1882",29
"HL","TE",51.404239,10.655329,"jan","01","1883",48
"HL","TE",51.404239,10.655329,"feb","02","1881",60
"HL","TE",51.404239,10.655329,"feb","02","1882",39
"HL","TE",51.404239,10.655329,"feb","02","1883",25
"HL","TE",51.404239,10.655329,"mar","03","1881",124
"HL","TE",51.404239,10.655329,"mar","03","1882",61
"HL","TE",51.404239,10.655329,"mar","03","1883",32
"HL","TE",51.404239,10.655329,"apr","04","1881",22
"HL","TE",51.404239,10.655329,"apr","04","1882",43
"HL","TE",51.404239,10.655329,"apr","04","1883",24
"HL","TE",51.404239,10.655329,"may","05","1881",25
"HL","TE",51.404239,10.655329,"may","05","1882",44
"HL","TE",51.404239,10.655329,"may","05","1883",52
"HL","TE",51.404239,10.655329,"jun","06","1881",58
"HL","TE",51.404239,10.655329,"jun","06","1882",110
"HL","TE",51.404239,10.655329,"jun","06","1883",38
"HL","TE",51.404239,10.655329,"jul","07","1881",55
"HL","TE",51.404239,10.655329,"jul","07","1882",165
"HL","TE",51.404239,10.655329,"jul","07","1883",110
"HL","TE",51.404239,10.655329,"aug","08","1881",120
"HL","TE",51.404239,10.655329,"aug","08","1882",103
"HL","TE",51.404239,10.655329,"aug","08","1883",47
"HL","TE",51.404239,10.655329,"sep","09","1881",51
"HL","TE",51.404239,10.655329,"sep","09","1882",75
"HL","TE",51.404239,10.655329,"sep","09","1883",55
"HL","TE",51.404239,10.655329,"oct","10","1881",89
"HL","TE",51.404239,10.655329,"oct","10","1882",49
"HL","TE",51.404239,10.655329,"oct","10","1883",63
"HL","TE",51.404239,10.655329,"nov","11","1881",28
"HL","TE",51.404239,10.655329,"nov","11","1882",116
"HL","TE",51.404239,10.655329,"nov","11","1883",67
"HL","TE",51.404239,10.655329,"dec","12","1881",48
"HL","TE",51.404239,10.655329,"dec","12","1882",85
"HL","TE",51.404239,10.655329,"dec","12","1883",105
"HR","HB",51.594201,10.078726,"jan","01","1881",39
"HR","HB",51.594201,10.078726,"jan","01","1882",29
"HR","HB",51.594201,10.078726,"jan","01","1883",39
"HR","HB",51.594201,10.078726,"feb","02","1881",59
"HR","HB",51.594201,10.078726,"feb","02","1882",45
"HR","HB",51.594201,10.078726,"feb","02","1883",18
"HR","HB",51.594201,10.078726,"mar","03","1881",118
"HR","HB",51.594201,10.078726,"mar","03","1882",48
"HR","HB",51.594201,10.078726,"mar","03","1883",23
"HR","HB",51.594201,10.078726,"apr","04","1881",19
"HR","HB",51.594201,10.078726,"apr","04","1882",32
"HR","HB",51.594201,10.078726,"apr","04","1883",24
"HR","HB",51.594201,10.078726,"may","05","1881",17
"HR","HB",51.594201,10.078726,"may","05","1882",40
"HR","HB",51.594201,10.078726,"may","05","1883",52
"HR","HB",51.594201,10.078726,"jun","06","1881",36
"HR","HB",51.594201,10.078726,"jun","06","1882",123
"HR","HB",51.594201,10.078726,"jun","06","1883",36
"HR","HB",51.594201,10.078726,"jul","07","1881",64
"HR","HB",51.594201,10.078726,"jul","07","1882",174
"HR","HB",51.594201,10.078726,"jul","07","1883",102
"HR","HB",51.594201,10.078726,"aug","08","1881",121
"HR","HB",51.594201,10.078726,"aug","08","1882",115
"HR","HB",51.594201,10.078726,"aug","08","1883",39
"HR","HB",51.594201,10.078726,"sep","09","1881",48
"HR","HB",51.594201,10.078726,"sep","09","1882",53
"HR","HB",51.594201,10.078726,"sep","09","1883",65
"HR","HB",51.594201,10.078726,"oct","10","1881",73
"HR","HB",51.594201,10.078726,"oct","10","1882",39
"HR","HB",51.594201,10.078726,"oct","10","1883",47
"HR","HB",51.594201,10.078726,"nov","11","1881",27
"HR","HB",51.594201,10.078726,"nov","11","1882",99
"HR","HB",51.594201,10.078726,"nov","11","1883",63
"HR","HB",51.594201,10.078726,"dec","12","1881",41
"HR","HB",51.594201,10.078726,"dec","12","1882",74
"HR","HB",51.594201,10.078726,"dec","12","1883",111
"HR","TE",51.594201,10.078726,"jan","01","1881",39
"HR","TE",51.594201,10.078726,"jan","01","1882",29
"HR","TE",51.594201,10.078726,"jan","01","1883",39
"HR","TE",51.594201,10.078726,"feb","02","1881",59
"HR","TE",51.594201,10.078726,"feb","02","1882",45
"HR","TE",51.594201,10.078726,"feb","02","1883",18
"HR","TE",51.594201,10.078726,"mar","03","1881",118
"HR","TE",51.594201,10.078726,"mar","03","1882",48
"HR","TE",51.594201,10.078726,"mar","03","1883",23
"HR","TE",51.594201,10.078726,"apr","04","1881",19
"HR","TE",51.594201,10.078726,"apr","04","1882",32
"HR","TE",51.594201,10.078726,"apr","04","1883",24
"HR","TE",51.594201,10.078726,"may","05","1881",17
"HR","TE",51.594201,10.078726,"may","05","1882",40
"HR","TE",51.594201,10.078726,"may","05","1883",52
"HR","TE",51.594201,10.078726,"jun","06","1881",36
"HR","TE",51.594201,10.078726,"jun","06","1882",123
"HR","TE",51.594201,10.078726,"jun","06","1883",36
"HR","TE",51.594201,10.078726,"jul","07","1881",64
"HR","TE",51.594201,10.078726,"jul","07","1882",174
"HR","TE",51.594201,10.078726,"jul","07","1883",102
"HR","TE",51.594201,10.078726,"aug","08","1881",121
"HR","TE",51.594201,10.078726,"aug","08","1882",115
"HR","TE",51.594201,10.078726,"aug","08","1883",39
"HR","TE",51.594201,10.078726,"sep","09","1881",48
"HR","TE",51.594201,10.078726,"sep","09","1882",53
"HR","TE",51.594201,10.078726,"sep","09","1883",65
"HR","TE",51.594201,10.078726,"oct","10","1881",73
"HR","TE",51.594201,10.078726,"oct","10","1882",39
"HR","TE",51.594201,10.078726,"oct","10","1883",47
"HR","TE",51.594201,10.078726,"nov","11","1881",27
"HR","TE",51.594201,10.078726,"nov","11","1882",99
"HR","TE",51.594201,10.078726,"nov","11","1883",63
"HR","TE",51.594201,10.078726,"dec","12","1881",41
"HR","TE",51.594201,10.078726,"dec","12","1882",74
"HR","TE",51.594201,10.078726,"dec","12","1883",111
"KB","ES",51.541803,9.80909,"jan","01","1881",36
"KB","ES",51.541803,9.80909,"jan","01","1882",29
"KB","ES",51.541803,9.80909,"jan","01","1883",38
"KB","ES",51.541803,9.80909,"feb","02","1881",61
"KB","ES",51.541803,9.80909,"feb","02","1882",44
"KB","ES",51.541803,9.80909,"feb","02","1883",16
"KB","ES",51.541803,9.80909,"mar","03","1881",113
"KB","ES",51.541803,9.80909,"mar","03","1882",40
"KB","ES",51.541803,9.80909,"mar","03","1883",21
"KB","ES",51.541803,9.80909,"apr","04","1881",18
"KB","ES",51.541803,9.80909,"apr","04","1882",29
"KB","ES",51.541803,9.80909,"apr","04","1883",21
"KB","ES",51.541803,9.80909,"may","05","1881",17
"KB","ES",51.541803,9.80909,"may","05","1882",42
"KB","ES",51.541803,9.80909,"may","05","1883",42
"KB","ES",51.541803,9.80909,"jun","06","1881",33
"KB","ES",51.541803,9.80909,"jun","06","1882",121
"KB","ES",51.541803,9.80909,"jun","06","1883",37
"KB","ES",51.541803,9.80909,"jul","07","1881",53
"KB","ES",51.541803,9.80909,"jul","07","1882",185
"KB","ES",51.541803,9.80909,"jul","07","1883",93
"KB","ES",51.541803,9.80909,"aug","08","1881",123
"KB","ES",51.541803,9.80909,"aug","08","1882",104
"KB","ES",51.541803,9.80909,"aug","08","1883",33
"KB","ES",51.541803,9.80909,"sep","09","1881",50
"KB","ES",51.541803,9.80909,"sep","09","1882",53
"KB","ES",51.541803,9.80909,"sep","09","1883",68
"KB","ES",51.541803,9.80909,"oct","10","1881",70
"KB","ES",51.541803,9.80909,"oct","10","1882",39
"KB","ES",51.541803,9.80909,"oct","10","1883",45
"KB","ES",51.541803,9.80909,"nov","11","1881",27
"KB","ES",51.541803,9.80909,"nov","11","1882",97
"KB","ES",51.541803,9.80909,"nov","11","1883",62
"KB","ES",51.541803,9.80909,"dec","12","1881",44
"KB","ES",51.541803,9.80909,"dec","12","1882",78
"KB","ES",51.541803,9.80909,"dec","12","1883",107
"KB","HB",51.541803,9.80909,"jan","01","1881",36
"KB","HB",51.541803,9.80909,"jan","01","1882",29
"KB","HB",51.541803,9.80909,"jan","01","1883",38
"KB","HB",51.541803,9.80909,"feb","02","1881",61
"KB","HB",51.541803,9.80909,"feb","02","1882",44
"KB","HB",51.541803,9.80909,"feb","02","1883",16
"KB","HB",51.541803,9.80909,"mar","03","1881",113
"KB","HB",51.541803,9.80909,"mar","03","1882",40
"KB","HB",51.541803,9.80909,"mar","03","1883",21
"KB","HB",51.541803,9.80909,"apr","04","1881",18
"KB","HB",51.541803,9.80909,"apr","04","1882",29
"KB","HB",51.541803,9.80909,"apr","04","1883",21
"KB","HB",51.541803,9.80909,"may","05","1881",17
"KB","HB",51.541803,9.80909,"may","05","1882",42
"KB","HB",51.541803,9.80909,"may","05","1883",42
"KB","HB",51.541803,9.80909,"jun","06","1881",33
"KB","HB",51.541803,9.80909,"jun","06","1882",121
"KB","HB",51.541803,9.80909,"jun","06","1883",37
"KB","HB",51.541803,9.80909,"jul","07","1881",53
"KB","HB",51.541803,9.80909,"jul","07","1882",185
"KB","HB",51.541803,9.80909,"jul","07","1883",93
"KB","HB",51.541803,9.80909,"aug","08","1881",123
"KB","HB",51.541803,9.80909,"aug","08","1882",104
"KB","HB",51.541803,9.80909,"aug","08","1883",33
"KB","HB",51.541803,9.80909,"sep","09","1881",50
"KB","HB",51.541803,9.80909,"sep","09","1882",53
"KB","HB",51.541803,9.80909,"sep","09","1883",68
"KB","HB",51.541803,9.80909,"oct","10","1881",70
"KB","HB",51.541803,9.80909,"oct","10","1882",39
"KB","HB",51.541803,9.80909,"oct","10","1883",45
"KB","HB",51.541803,9.80909,"nov","11","1881",27
"KB","HB",51.541803,9.80909,"nov","11","1882",97
"KB","HB",51.541803,9.80909,"nov","11","1883",62
"KB","HB",51.541803,9.80909,"dec","12","1881",44
"KB","HB",51.541803,9.80909,"dec","12","1882",78
"KB","HB",51.541803,9.80909,"dec","12","1883",107
"KB","SA",51.541803,9.80909,"jan","01","1881",36
"KB","SA",51.541803,9.80909,"jan","01","1882",29
"KB","SA",51.541803,9.80909,"jan","01","1883",38
"KB","SA",51.541803,9.80909,"feb","02","1881",61
"KB","SA",51.541803,9.80909,"feb","02","1882",44
"KB","SA",51.541803,9.80909,"feb","02","1883",16
"KB","SA",51.541803,9.80909,"mar","03","1881",113
"KB","SA",51.541803,9.80909,"mar","03","1882",40
"KB","SA",51.541803,9.80909,"mar","03","1883",21
"KB","SA",51.541803,9.80909,"apr","04","1881",18
"KB","SA",51.541803,9.80909,"apr","04","1882",29
"KB","SA",51.541803,9.80909,"apr","04","1883",21
"KB","SA",51.541803,9.80909,"may","05","1881",17
"KB","SA",51.541803,9.80909,"may","05","1882",42
"KB","SA",51.541803,9.80909,"may","05","1883",42
"KB","SA",51.541803,9.80909,"jun","06","1881",33
"KB","SA",51.541803,9.80909,"jun","06","1882",121
"KB","SA",51.541803,9.80909,"jun","06","1883",37
"KB","SA",51.541803,9.80909,"jul","07","1881",53
"KB","SA",51.541803,9.80909,"jul","07","1882",185
"KB","SA",51.541803,9.80909,"jul","07","1883",93
"KB","SA",51.541803,9.80909,"aug","08","1881",123
"KB","SA",51.541803,9.80909,"aug","08","1882",104
"KB","SA",51.541803,9.80909,"aug","08","1883",33
"KB","SA",51.541803,9.80909,"sep","09","1881",50
"KB","SA",51.541803,9.80909,"sep","09","1882",53
"KB","SA",51.541803,9.80909,"sep","09","1883",68
"KB","SA",51.541803,9.80909,"oct","10","1881",70
"KB","SA",51.541803,9.80909,"oct","10","1882",39
"KB","SA",51.541803,9.80909,"oct","10","1883",45
"KB","SA",51.541803,9.80909,"nov","11","1881",27
"KB","SA",51.541803,9.80909,"nov","11","1882",97
"KB","SA",51.541803,9.80909,"nov","11","1883",62
"KB","SA",51.541803,9.80909,"dec","12","1881",44
"KB","SA",51.541803,9.80909,"dec","12","1882",78
"KB","SA",51.541803,9.80909,"dec","12","1883",107
"LB","ES",51.979376,10.430706,"jan","01","1881",44
"LB","ES",51.979376,10.430706,"jan","01","1882",39
"LB","ES",51.979376,10.430706,"jan","01","1883",45
"LB","ES",51.979376,10.430706,"feb","02","1881",52
"LB","ES",51.979376,10.430706,"feb","02","1882",46
"LB","ES",51.979376,10.430706,"feb","02","1883",24
"LB","ES",51.979376,10.430706,"mar","03","1881",127
"LB","ES",51.979376,10.430706,"mar","03","1882",68
"LB","ES",51.979376,10.430706,"mar","03","1883",28
"LB","ES",51.979376,10.430706,"apr","04","1881",18
"LB","ES",51.979376,10.430706,"apr","04","1882",36
"LB","ES",51.979376,10.430706,"apr","04","1883",27
"LB","ES",51.979376,10.430706,"may","05","1881",23
"LB","ES",51.979376,10.430706,"may","05","1882",40
"LB","ES",51.979376,10.430706,"may","05","1883",67
"LB","ES",51.979376,10.430706,"jun","06","1881",51
"LB","ES",51.979376,10.430706,"jun","06","1882",118
"LB","ES",51.979376,10.430706,"jun","06","1883",41
"LB","ES",51.979376,10.430706,"jul","07","1881",68
"LB","ES",51.979376,10.430706,"jul","07","1882",155
"LB","ES",51.979376,10.430706,"jul","07","1883",112
"LB","ES",51.979376,10.430706,"aug","08","1881",117
"LB","ES",51.979376,10.430706,"aug","08","1882",119
"LB","ES",51.979376,10.430706,"aug","08","1883",47
"LB","ES",51.979376,10.430706,"sep","09","1881",52
"LB","ES",51.979376,10.430706,"sep","09","1882",48
"LB","ES",51.979376,10.430706,"sep","09","1883",60
"LB","ES",51.979376,10.430706,"oct","10","1881",86
"LB","ES",51.979376,10.430706,"oct","10","1882",36
"LB","ES",51.979376,10.430706,"oct","10","1883",62
"LB","ES",51.979376,10.430706,"nov","11","1881",30
"LB","ES",51.979376,10.430706,"nov","11","1882",95
"LB","ES",51.979376,10.430706,"nov","11","1883",79
"LB","ES",51.979376,10.430706,"dec","12","1881",44
"LB","ES",51.979376,10.430706,"dec","12","1882",59
"LB","ES",51.979376,10.430706,"dec","12","1883",104
"LB","HB",52.021368,10.416407,"jan","01","1881",36
"LB","HB",52.021368,10.416407,"jan","01","1882",34
"LB","HB",52.021368,10.416407,"jan","01","1883",35
"LB","HB",52.021368,10.416407,"feb","02","1881",43
"LB","HB",52.021368,10.416407,"feb","02","1882",39
"LB","HB",52.021368,10.416407,"feb","02","1883",21
"LB","HB",52.021368,10.416407,"mar","03","1881",110
"LB","HB",52.021368,10.416407,"mar","03","1882",60
"LB","HB",52.021368,10.416407,"mar","03","1883",21
"LB","HB",52.021368,10.416407,"apr","04","1881",14
"LB","HB",52.021368,10.416407,"apr","04","1882",27
"LB","HB",52.021368,10.416407,"apr","04","1883",22
"LB","HB",52.021368,10.416407,"may","05","1881",22
"LB","HB",52.021368,10.416407,"may","05","1882",36
"LB","HB",52.021368,10.416407,"may","05","1883",63
"LB","HB",52.021368,10.416407,"jun","06","1881",47
"LB","HB",52.021368,10.416407,"jun","06","1882",98
"LB","HB",52.021368,10.416407,"jun","06","1883",39
"LB","HB",52.021368,10.416407,"jul","07","1881",59
"LB","HB",52.021368,10.416407,"jul","07","1882",134
"LB","HB",52.021368,10.416407,"jul","07","1883",90
"LB","HB",52.021368,10.416407,"aug","08","1881",104
"LB","HB",52.021368,10.416407,"aug","08","1882",103
"LB","HB",52.021368,10.416407,"aug","08","1883",41
"LB","HB",52.021368,10.416407,"sep","09","1881",49
"LB","HB",52.021368,10.416407,"sep","09","1882",39
"LB","HB",52.021368,10.416407,"sep","09","1883",61
"LB","HB",52.021368,10.416407,"oct","10","1881",79
"LB","HB",52.021368,10.416407,"oct","10","1882",30
"LB","HB",52.021368,10.416407,"oct","10","1883",54
"LB","HB",52.021368,10.416407,"nov","11","1881",24
"LB","HB",52.021368,10.416407,"nov","11","1882",72
"LB","HB",52.021368,10.416407,"nov","11","1883",69
"LB","HB",52.021368,10.416407,"dec","12","1881",39
"LB","HB",52.021368,10.416407,"dec","12","1882",46
"LB","HB",52.021368,10.416407,"dec","12","1883",82
"LB","SA",51.979376,10.430706,"jan","01","1881",44
"LB","SA",51.979376,10.430706,"jan","01","1882",39
"LB","SA",51.979376,10.430706,"jan","01","1883",45
"LB","SA",51.979376,10.430706,"feb","02","1881",52
"LB","SA",51.979376,10.430706,"feb","02","1882",46
"LB","SA",51.979376,10.430706,"feb","02","1883",24
"LB","SA",51.979376,10.430706,"mar","03","1881",127
"LB","SA",51.979376,10.430706,"mar","03","1882",68
"LB","SA",51.979376,10.430706,"mar","03","1883",28
"LB","SA",51.979376,10.430706,"apr","04","1881",18
"LB","SA",51.979376,10.430706,"apr","04","1882",36
"LB","SA",51.979376,10.430706,"apr","04","1883",27
"LB","SA",51.979376,10.430706,"may","05","1881",23
"LB","SA",51.979376,10.430706,"may","05","1882",40
"LB","SA",51.979376,10.430706,"may","05","1883",67
"LB","SA",51.979376,10.430706,"jun","06","1881",51
"LB","SA",51.979376,10.430706,"jun","06","1882",118
"LB","SA",51.979376,10.430706,"jun","06","1883",41
"LB","SA",51.979376,10.430706,"jul","07","1881",68
"LB","SA",51.979376,10.430706,"jul","07","1882",155
"LB","SA",51.979376,10.430706,"jul","07","1883",112
"LB","SA",51.979376,10.430706,"aug","08","1881",117
"LB","SA",51.979376,10.430706,"aug","08","1882",119
"LB","SA",51.979376,10.430706,"aug","08","1883",47
"LB","SA",51.979376,10.430706,"sep","09","1881",52
"LB","SA",51.979376,10.430706,"sep","09","1882",48
"LB","SA",51.979376,10.430706,"sep","09","1883",60
"LB","SA",51.979376,10.430706,"oct","10","1881",86
"LB","SA",51.979376,10.430706,"oct","10","1882",36
"LB","SA",51.979376,10.430706,"oct","10","1883",62
"LB","SA",51.979376,10.430706,"nov","11","1881",30
"LB","SA",51.979376,10.430706,"nov","11","1882",95
"LB","SA",51.979376,10.430706,"nov","11","1883",79
"LB","SA",51.979376,10.430706,"dec","12","1881",44
"LB","SA",51.979376,10.430706,"dec","12","1882",59
"LB","SA",51.979376,10.430706,"dec","12","1883",104
"LB","TE",51.978579,10.435671,"jan","01","1881",42
"LB","TE",51.978579,10.435671,"jan","01","1882",38
"LB","TE",51.978579,10.435671,"jan","01","1883",44
"LB","TE",51.978579,10.435671,"feb","02","1881",52
"LB","TE",51.978579,10.435671,"feb","02","1882",44
"LB","TE",51.978579,10.435671,"feb","02","1883",23
"LB","TE",51.978579,10.435671,"mar","03","1881",127
"LB","TE",51.978579,10.435671,"mar","03","1882",67
"LB","TE",51.978579,10.435671,"mar","03","1883",29
"LB","TE",51.978579,10.435671,"apr","04","1881",18
"LB","TE",51.978579,10.435671,"apr","04","1882",36
"LB","TE",51.978579,10.435671,"apr","04","1883",27
"LB","TE",51.978579,10.435671,"may","05","1881",23
"LB","TE",51.978579,10.435671,"may","05","1882",39
"LB","TE",51.978579,10.435671,"may","05","1883",66
"LB","TE",51.978579,10.435671,"jun","06","1881",50
"LB","TE",51.978579,10.435671,"jun","06","1882",119
"LB","TE",51.978579,10.435671,"jun","06","1883",40
"LB","TE",51.978579,10.435671,"jul","07","1881",67
"LB","TE",51.978579,10.435671,"jul","07","1882",153
"LB","TE",51.978579,10.435671,"jul","07","1883",113
"LB","TE",51.978579,10.435671,"aug","08","1881",118
"LB","TE",51.978579,10.435671,"aug","08","1882",121
"LB","TE",51.978579,10.435671,"aug","08","1883",47
"LB","TE",51.978579,10.435671,"sep","09","1881",51
"LB","TE",51.978579,10.435671,"sep","09","1882",49
"LB","TE",51.978579,10.435671,"sep","09","1883",58
"LB","TE",51.978579,10.435671,"oct","10","1881",85
"LB","TE",51.978579,10.435671,"oct","10","1882",36
"LB","TE",51.978579,10.435671,"oct","10","1883",60
"LB","TE",51.978579,10.435671,"nov","11","1881",30
"LB","TE",51.978579,10.435671,"nov","11","1882",96
"LB","TE",51.978579,10.435671,"nov","11","1883",79
"LB","TE",51.978579,10.435671,"dec","12","1881",43
"LB","TE",51.978579,10.435671,"dec","12","1882",58
"LB","TE",51.978579,10.435671,"dec","12","1883",101
"RH","ES",51.591288,10.007933,"jan","01","1881",45
"RH","ES",51.591288,10.007933,"jan","01","1882",35
"RH","ES",51.591288,10.007933,"jan","01","1883",44
"RH","ES",51.591288,10.007933,"feb","02","1881",73
"RH","ES",51.591288,10.007933,"feb","02","1882",54
"RH","ES",51.591288,10.007933,"feb","02","1883",19
"RH","ES",51.591288,10.007933,"mar","03","1881",136
"RH","ES",51.591288,10.007933,"mar","03","1882",48
"RH","ES",51.591288,10.007933,"mar","03","1883",24
"RH","ES",51.591288,10.007933,"apr","04","1881",20
"RH","ES",51.591288,10.007933,"apr","04","1882",34
"RH","ES",51.591288,10.007933,"apr","04","1883",25
"RH","ES",51.591288,10.007933,"may","05","1881",18
"RH","ES",51.591288,10.007933,"may","05","1882",46
"RH","ES",51.591288,10.007933,"may","05","1883",52
"RH","ES",51.591288,10.007933,"jun","06","1881",35
"RH","ES",51.591288,10.007933,"jun","06","1882",130
"RH","ES",51.591288,10.007933,"jun","06","1883",40
"RH","ES",51.591288,10.007933,"jul","07","1881",63
"RH","ES",51.591288,10.007933,"jul","07","1882",206
"RH","ES",51.591288,10.007933,"jul","07","1883",104
"RH","ES",51.591288,10.007933,"aug","08","1881",134
"RH","ES",51.591288,10.007933,"aug","08","1882",118
"RH","ES",51.591288,10.007933,"aug","08","1883",37
"RH","ES",51.591288,10.007933,"sep","09","1881",56
"RH","ES",51.591288,10.007933,"sep","09","1882",60
"RH","ES",51.591288,10.007933,"sep","09","1883",76
